,Argument,Attached_value,Document,Segment,Original_value,Node,Type
6417,impact_factor_component,"[['plastic'], 3, 4]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['highlight'],"[['plastic'], 3, 4]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6418,packaging,"[['equilibrium', 'modified', 'atmosphere', 'packaging'], 0, 4]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['equilibrium', 'modified', 'atmosphere', 'packaging'], 0, 4]","['equilibrium_modified_atmosphere_packaging', 3, 'PrefLabel']",SYMBOLIC
6419,packaging,"[['packaging'], 8, 9]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['packaging'], 8, 9]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6420,impact_factor_component,"[['plastic'], 7, 8]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['plastic'], 7, 8]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6421,packaging,"[['poly-lactic', 'acid'], 18, 20]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['poly-lactic', 'acid'], 18, 20]","['poly_45_lactic_acid', 3, 'PrefLabel']",SYMBOLIC
6422,impact_factor_component,"[['plastic'], 2, 3]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['plastic'], 2, 3]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6423,packaging,"[['packaging'], 24, 25]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['packaging'], 24, 25]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6424,packaging,"[['pla', 'films'], 12, 14]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['pla', 'films'], 12, 14]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
6425,packaging,"[['ema'], 23, 24]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['ema'], 23, 24]","['ionomer', 2, 'AltLabel']",SYMBOLIC
6426,packaging,"[['packaging'], 29, 30]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['packaging'], 29, 30]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6427,packaging,"[['pla'], 26, 27]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['pla'], 26, 27]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
6428,packaging,"[['ema'], 28, 29]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['ema'], 28, 29]","['ionomer', 2, 'AltLabel']",SYMBOLIC
6429,packaging,"[['pla', 'films'], 28, 30]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['pla', 'films'], 28, 30]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
6430,packaging,"[['pla', 'films'], 11, 13]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['pla', 'films'], 11, 13]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
6431,packaging,"[['biodegradable', 'bio-based', 'ema', 'packaging'], 24, 28]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['abstract'],"[['biodegradable', 'bio-based', 'ema', 'packaging'], 24, 28]","['biodegradable_bio_45_based_equilibrium_modified_atmosphere_packaging', 4, 'FastrPref']",SYMBOLIC
6432,packaging,"[['pla', 'film'], 0, 2]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['abstract', 'keywords']","[['pla', 'film'], 0, 2]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
6433,packaging,"[['packaging'], 2, 3]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['abstract', 'keywords']","[['packaging'], 2, 3]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6434,packaging,"[['packaging'], 3, 4]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['abstract', 'keywords']","[['packaging'], 3, 4]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6435,packaging,"[['packaging'], 0, 1]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 0, 1]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6436,packaging,"[['package'], 19, 20]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['package'], 19, 20]","['packaging', 0, 'FastrPref']",SYMBOLIC
6437,packaging,"[['equilibrium', 'modified', 'atmosphere', 'packaging'], 6, 10]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['equilibrium', 'modified', 'atmosphere', 'packaging'], 6, 10]","['equilibrium_modified_atmosphere_packaging', 3, 'PrefLabel']",SYMBOLIC
6438,temperature,"[['temperature'], None, None]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[[['0'], 22, 23], [['°C'], 25, 26]]","['temperature', 0, 'PrefLabel']",QUANTITY
6439,temperature,"[['temperature'], None, None]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[[['5'], 22, 23], [['°C'], 25, 26]]","['temperature', 0, 'PrefLabel']",QUANTITY
6440,packaging,"[['packaging'], 11, 12]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 11, 12]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6441,impact_factor_component,"[['plastic'], 18, 19]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['plastic'], 18, 19]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6442,impact_factor_component,"[['plastic'], 26, 27]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['plastic'], 26, 27]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6443,packaging,"[['plastic', 'film'], 1, 3]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['plastic', 'film'], 1, 3]","['plastic_film', 3, 'PrefLabel']",SYMBOLIC
6444,impact_factor_component,"[['plastic'], 1, 2]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['plastic'], 1, 2]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6445,packaging,"[['packaging'], 10, 11]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 10, 11]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6446,impact_factor_component,"[['plastic'], 20, 21]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['plastic'], 20, 21]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6447,impact_factor_component,"[['plastics'], 6, 7]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['plastics'], 6, 7]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6448,packaging,"[['packaging'], 12, 13]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 12, 13]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6449,impact_factor_component,"[['plastics'], 2, 3]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['plastics'], 2, 3]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6450,packaging,"[['poly-lactic', 'acid'], 7, 9]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['poly-lactic', 'acid'], 7, 9]","['poly_45_lactic_acid', 3, 'PrefLabel']",SYMBOLIC
6451,impact_factor_component,"[['plastic'], 4, 5]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['plastic'], 4, 5]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6452,packaging,"[['packaging', 'material'], 5, 7]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging', 'material'], 5, 7]","['packaging', 0, 'AcroFastrPref-1']",SYMBOLIC
6453,packaging,"[['pla'], 0, 1]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['pla'], 0, 1]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
6454,packaging,"[['packaging'], 14, 15]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 14, 15]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6455,packaging,"[['pla'], 0, 1]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['pla'], 0, 1]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
6456,packaging,"[['packaging'], 36, 37]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 36, 37]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6457,packaging,"[['packaging', 'material'], 24, 26]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging', 'material'], 24, 26]","['packaging', 0, 'AcroFastrPref-1']",SYMBOLIC
6458,packaging,"[['pla'], 0, 1]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['pla'], 0, 1]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
6459,impact_factor_component,"[['plastic'], 47, 48]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['plastic'], 47, 48]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6460,packaging,"[['packaging'], 13, 14]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 13, 14]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6461,packaging,"[['pla'], 0, 1]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['pla'], 0, 1]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
6462,impact_factor_component,"[['plastic'], 12, 13]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['plastic'], 12, 13]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
6463,packaging,"[['packaging'], 5, 6]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 5, 6]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6464,packaging,"[['packaged'], 23, 24]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaged'], 23, 24]","['packaging', 0, 'FastrPref']",SYMBOLIC
6465,packaging,"[['ema'], 4, 5]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['ema'], 4, 5]","['ionomer', 2, 'AltLabel']",SYMBOLIC
6466,packaging,"[['package'], 5, 6]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['package'], 5, 6]","['packaging', 0, 'FastrPref']",SYMBOLIC
6467,packaging,"[['package'], 20, 21]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['package'], 20, 21]","['packaging', 0, 'FastrPref']",SYMBOLIC
6468,packaging,"[['ema'], 17, 18]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['ema'], 17, 18]","['ionomer', 2, 'AltLabel']",SYMBOLIC
6469,packaging,"[['packaging'], 22, 23]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 22, 23]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6470,packaging,"[['package'], 10, 11]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['package'], 10, 11]","['packaging', 0, 'FastrPref']",SYMBOLIC
6471,packaging,"[['ema'], 9, 10]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['ema'], 9, 10]","['ionomer', 2, 'AltLabel']",SYMBOLIC
6472,packaging,"[['packaging'], 8, 9]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 8, 9]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6473,packaging,"[['packaged'], 21, 22]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaged'], 21, 22]","['packaging', 0, 'FastrPref']",SYMBOLIC
6474,packaging,"[['packaging'], 10, 11]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 10, 11]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6475,packaging,"[['packaging'], 25, 26]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 25, 26]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6476,packaging,"[['packaged'], 18, 19]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaged'], 18, 19]","['packaging', 0, 'FastrPref']",SYMBOLIC
6477,packaging,"[['packaging'], 15, 16]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 15, 16]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6478,packaging,"[['packaging'], 17, 18]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 17, 18]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6479,packaging,"[['biodegradable', 'materials', 'for', 'food', 'packaging'], 15, 20]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['biodegradable', 'materials', 'for', 'food', 'packaging'], 15, 20]","['biodegradable_bio_45_based_equilibrium_modified_atmosphere_packaging', 4, 'FastrPref']",SYMBOLIC
6480,packaging,"[['pla', 'films'], 9, 11]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['pla', 'films'], 9, 11]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
6481,packaging,"[['equilibrium', 'modified', 'atmosphere', 'packaging'], 14, 18]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['equilibrium', 'modified', 'atmosphere', 'packaging'], 14, 18]","['equilibrium_modified_atmosphere_packaging', 3, 'PrefLabel']",SYMBOLIC
6482,packaging,"[['packaged'], 22, 23]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaged'], 22, 23]","['packaging', 0, 'FastrPref']",SYMBOLIC
6483,packaging,"[['packaging', 'material'], 8, 10]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging', 'material'], 8, 10]","['packaging', 0, 'AcroFastrPref-1']",SYMBOLIC
6484,packaging,"[['pla'], 4, 5]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['pla'], 4, 5]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
6485,packaging,"[['packaging'], 33, 34]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 33, 34]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6486,packaging,"[['package'], 23, 24]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['package'], 23, 24]","['packaging', 0, 'FastrPref']",SYMBOLIC
6487,packaging,"[['packaging'], 5, 6]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 5, 6]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6488,packaging,"[['pla'], 9, 10]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['pla'], 9, 10]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
6489,packaging,"[['packaging'], 2, 3]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,['Introduction'],"[['packaging'], 2, 3]","['packaging', 0, 'PrefLabel']",SYMBOLIC
6490,thickness,"[['thickness'], None, None]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Definitions and terminology']","[[['(m^2'], 19, 20], [['m'], 25, 26]]","['thickness', 0, 'PrefLabel']",QUANTITY
6491,partial_pressure,"[['partial', 'pressure'], 9, 11]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Definitions and terminology']","[[['dx(m^-1'], 27, 29], [['Molar'], 18, 19]]","['partial_pressure', 0, 'PrefLabel']",QUANTITY
6492,thickness,"[['thickness'], 34, 35]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Definitions and terminology']","[[['ASTM-E96'], 3, 4], [['in'], 0, 1]]","['thickness', 0, 'PrefLabel']",QUANTITY
6493,thickness,"[['thickness'], 34, 35]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Definitions and terminology']","[[['equation:(2)PR', '='], 23, 25], [['l'], 28, 29]]","['thickness', 0, 'PrefLabel']",QUANTITY
6494,thickness,"[['thickness'], None, None]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Definitions and terminology']","[[['equation:(2)PR', '='], 23, 25], [['m'], 30, 31]]","['thickness', 0, 'PrefLabel']",QUANTITY
6495,thickness,"[['thickness'], 22, 23]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Definitions and terminology']","[[['E96-05'], 5, 6], [['in'], 0, 1]]","['thickness', 0, 'PrefLabel']",QUANTITY
6496,thickness,"[['thickness'], None, None]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Definitions and terminology']","[[['(m^2'], 32, 33], [['m'], 25, 26]]","['thickness', 0, 'PrefLabel']",QUANTITY
6497,thickness,"[['thickness'], 22, 23]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Definitions and terminology']","[[['(m^2'], 32, 33], [['in'], 38, 39]]","['thickness', 0, 'PrefLabel']",QUANTITY
6498,thickness,"[['thickness'], 22, 23]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Definitions and terminology']","[[['(m^2'], 32, 33], [['l'], 23, 24]]","['thickness', 0, 'PrefLabel']",QUANTITY
6499,temperature,"[['temperature'], None, None]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'The modified Fick’s law for gas diffusion through a hole']","[[['4'], 6, 10], [['K'], 1, 2]]","['temperature', 0, 'PrefLabel']",QUANTITY
6500,temperature,"[['temperature'], None, None]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'The modified Fick’s law for gas diffusion through a hole']","[[['=', '0'], 6, 8], [['K'], 5, 6]]","['temperature', 0, 'PrefLabel']",QUANTITY
6501,packaging,"[['pla', 'films'], 8, 10]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Experimental methods and materials used for investigating the gas permeability of PLA films']","[['pla', 'films'], 8, 10]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
6502,packaging,"[['three-layer', 'pla', 'films'], 4, 7]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Experimental methods and materials used for investigating the gas permeability of PLA films']","[['three-layer', 'pla', 'films'], 4, 7]","['polylactic_acid', 3, 'AltLabel']",SYMBOLIC
6503,thickness,"[['thickness'], None, None]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Experimental methods and materials used for investigating the gas permeability of PLA films']","[[['30'], 8, 9], [['μm'], 9, 10]]","['thickness', 0, 'PrefLabel']",QUANTITY
6504,packaging,"[['pla'], 6, 7]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Experimental methods and materials used for investigating the gas permeability of PLA films']","[['pla'], 6, 7]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
6505,packaging,"[['pla'], 18, 19]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Experimental methods and materials used for investigating the gas permeability of PLA films']","[['pla'], 18, 19]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
6506,method,"[['method'], 8, 9]",Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films.xml,"['Materials and methods', 'Experimental methods and materials used for investigating the gas permeability of PLA films']","[['method'], 8, 9]","['method', 0, 'PrefLabel']",SYMBOLIC
