,Attachment,Document,Argument,Span,Category
458,"['partial', 'pressure']",Barrier and surface properties of chitosan-coated greaseproof paper,partial_pressure_difference,"(['1'], ['atm'])",QUANTITY
459,['pressure'],Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,partial_pressure_difference,"(['3'], ['bar'])",QUANTITY
460,['pressurized'],Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,partial_pressure_difference,"(['4'], ['atm'])",QUANTITY
461,['P'],Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,partial_pressure_difference,"(['1'], ['atm'])",QUANTITY
462,['glycerol'],"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['1.6'], ['g'])",ADDIMENTIONNAL
463,['PEG'],Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,component_qty_value,"(['0.2'], ['%'])",ADDIMENTIONNAL
464,['nanoclay'],"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",component_qty_value,"(['5'], ['pph'])",ADDIMENTIONNAL
465,,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['pure', 'PMMA']",SYMBOLIC
466,"['A', '.', 'pavonina', 'galactomannan']",Suitability of novel galactomannans as edible coatings for tropical fruits,component_qty_value,"(['0.5'], ['%'])",ADDIMENTIONNAL
467,,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['pure', 'OMMT']",SYMBOLIC
468,"['zinc', 'acetate']",Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,component_qty_value,"(['0.8'], ['g'])",ADDIMENTIONNAL
469,['Octadecylamine'],Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,component_qty_value,"(['8.3'], ['g'])",ADDIMENTIONNAL
470,['NMP'],Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['9.5'], ['g'])",ADDIMENTIONNAL
471,['PMMA'],Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['0.5'], ['g'])",ADDIMENTIONNAL
472,"['methacrylate', 'monomer']",Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['9.9'], ['g'])",ADDIMENTIONNAL
473,['toluene'],Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['30'], ['mL'])",ADDIMENTIONNAL
474,"['modified', 'clay']",Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['0.1'], ['g'])",ADDIMENTIONNAL
475,"['distilled', 'water']",Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['90'], ['mL'])",ADDIMENTIONNAL
476,"['soy', 'protein']",Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,component_qty_value,"(['4.0'], ['g'])",ADDIMENTIONNAL
477,['glycerol'],Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,component_qty_value,"(['2.0'], ['g'])",ADDIMENTIONNAL
478,['ethanol'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['30'], ['ml'])",ADDIMENTIONNAL
479,"['A', '.', 'pavonina', 'galactomannan']",Suitability of novel galactomannans as edible coatings for tropical fruits,component_qty_value,"(['1.5'], ['%'])",ADDIMENTIONNAL
480,"['deionized', 'water']",Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['7.5'], ['g'])",ADDIMENTIONNAL
481,['MC'],"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",component_qty_value,"(['1.5'], ['g'])",ADDIMENTIONNAL
482,"['deionised', 'water']",Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,component_qty_value,"(['50'], ['mL'])",ADDIMENTIONNAL
483,['nanoclay'],"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",component_qty_value,"(['0'], ['pph'])",ADDIMENTIONNAL
484,['PLA'],"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",component_qty_value,"(['100'], ['g'])",ADDIMENTIONNAL
485,"['deionized', 'water']",High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['975'], ['g'])",ADDIMENTIONNAL
486,"['3', '-', 'aminopropyltriethoxysilane']",High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['0.3'], ['g'])",ADDIMENTIONNAL
487,['PSF'],High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['0.4'], ['g'])",ADDIMENTIONNAL
488,"['MCM', '-', '41']",High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['0.1'], ['g'])",ADDIMENTIONNAL
489,"['polyethylene', 'glycol']",Suitability of novel galactomannans as edible coatings for tropical fruits,component_qty_value,"(['0.4'], ['%'])",ADDIMENTIONNAL
490,['SPI'],Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,component_qty_value,"(['5.0'], ['g'])",ADDIMENTIONNAL
491,['CMC'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['0.5'], ['%'])",ADDIMENTIONNAL
492,['CMC'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['0.3'], ['%'])",ADDIMENTIONNAL
493,,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['PLA', '3051D']",SYMBOLIC
494,['CMC'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['0.7'], ['%'])",ADDIMENTIONNAL
495,['CMC'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['1.0'], ['%'])",ADDIMENTIONNAL
496,['gelatin'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['0.1'], ['%'])",ADDIMENTIONNAL
497,['gelatin'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['0.2'], ['%'])",ADDIMENTIONNAL
498,['gelatin'],Barrier and mechanical properties of carrot puree films,component_qty_value,"(['0.4'], ['%'])",ADDIMENTIONNAL
499,['RH'],Suitability of novel galactomannans as edible coatings for tropical fruits,relative_humidity,"(['100'], ['%'])",QUANTITY
500,,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,impact_factor_component,['polyurethane'],SYMBOLIC
501,,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['PLA', '3051D']",SYMBOLIC
502,,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,"['PEG', 'films']",SYMBOLIC
503,,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,impact_factor_component,['polylactide'],SYMBOLIC
504,"['wheat', 'gluten', 'powder']",Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,component_qty_value,"(['20'], ['g'])",ADDIMENTIONNAL
505,['protein'],Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,component_qty_value,"(['92'], ['g'])",ADDIMENTIONNAL
506,['chlorophyll'],Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,component_qty_value,"(['72'], ['%'])",ADDIMENTIONNAL
507,"['3', '-', 'glycidyloxypropyltrimethoxysilane']",Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['GOTMS'], '')",ADDIMENTIONNAL
508,,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,packaging,"['pure', 'PSF']",SYMBOLIC
509,['chloroform'],Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['5'], ['ml'])",ADDIMENTIONNAL
510,"['1', '-', 'methyl', '-', '2', '-', 'pyrrolidone']",Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['10'], ['g'])",ADDIMENTIONNAL
511,,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,"['SPI', 'film']",SYMBOLIC
512,['H2SO4'],Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['72'], ['%'])",ADDIMENTIONNAL
513,['amylopectin'],Antiplasticisation and oxygen permeability of starch–sorbitol films,component_qty_value,"(['73'], ['%'])",ADDIMENTIONNAL
514,['amylose'],Antiplasticisation and oxygen permeability of starch–sorbitol films,component_qty_value,"(['27'], ['%'])",ADDIMENTIONNAL
515,['MMT'],Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,component_qty_value,"(['21'], ['g'])",ADDIMENTIONNAL
516,['DMF'],A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,component_qty_value,"(['12'], ['g'])",ADDIMENTIONNAL
517,['chloroform'],High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['3'], ['mL'])",ADDIMENTIONNAL
518,['Na–MMT'],Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,component_qty_value,"(['50'], ['g'])",ADDIMENTIONNAL
519,['chloroform'],High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['1'], ['mL'])",ADDIMENTIONNAL
520,['Corn–zein'],Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,component_qty_value,"(['15'], ['%'])",ADDIMENTIONNAL
521,['fibres'],Water barrier properties of starch films reinforced with cellulose nanocrystals obtained from sugarcane bagasse,component_qty_value,"(['10'], ['g'])",ADDIMENTIONNAL
522,,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,impact_factor_component,['Polylactide'],SYMBOLIC
523,"['pristine', 'montmorillonite']",Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['15'], ['g'])",ADDIMENTIONNAL
524,['tetraethoxysilane'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['25'], ['g'])",ADDIMENTIONNAL
525,"['pristine', 'CNC', 'and', 'modified', 's-CNC']",Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['15'], ['%'])",ADDIMENTIONNAL
526,"['organo-modified', 'montmorillonite']",Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,component_qty_value,"(['O-MMT'], '')",ADDIMENTIONNAL
527,,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,impact_factor_component,"['WG', 'layer']",SYMBOLIC
528,['glycerol'],"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['20'], ['g'])",ADDIMENTIONNAL
529,"['Modified', 'cellulose', 'nanocrystals']",Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['s-CNC'], '')",ADDIMENTIONNAL
530,['MCC'],Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['64'], ['%'])",ADDIMENTIONNAL
531,['pressure'],Suitability of novel galactomannans as edible coatings for tropical fruits,partial_pressure_difference,"(['0'], ['Pa'])",QUANTITY
532,,Barrier properties of chitosan coated polyethylene,impact_factor_component,"['PE', 'films']",SYMBOLIC
533,['RH'],Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,relative_humidity,"(['60'], ['%'])",QUANTITY
534,['RH'],Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,relative_humidity,"(['30'], ['%'])",QUANTITY
535,"['silicon', 'carbide']","Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",component_qty_value,"(['10'], ['%'])",ADDIMENTIONNAL
536,['glycerol'],"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['10'], ['g'])",ADDIMENTIONNAL
537,['clay'],"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['0'], ['g'])",ADDIMENTIONNAL
538,"['corn', 'starch-based', 'films']",Suitability of novel galactomannans as edible coatings for tropical fruits,component_qty_value,"(['5'], ['%'])",ADDIMENTIONNAL
539,['sorbitol'],Antiplasticisation and oxygen permeability of starch–sorbitol films,component_qty_value,"(['9'], ['%'])",ADDIMENTIONNAL
540,['clay'],"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['7'], ['g'])",ADDIMENTIONNAL
541,['clay'],"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['1'], ['g'])",ADDIMENTIONNAL
542,['clay'],"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['3'], ['g'])",ADDIMENTIONNAL
543,['clay'],"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['5'], ['g'])",ADDIMENTIONNAL
544,"['C16H33', '(', 'CH3', ')', '3NBr']",High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,component_qty_value,"(['2'], ['g'])",ADDIMENTIONNAL
545,['SSPS'],Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,component_qty_value,"(['6'], ['%'])",ADDIMENTIONNAL
546,['MMT'],A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,component_qty_value,"(['4'], ['g'])",ADDIMENTIONNAL
547,['clay'],"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",component_qty_value,"(['9'], ['g'])",ADDIMENTIONNAL
548,"['alkaline', 'ammonia', 'solution']",Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,component_qty_value,"(['2'], ['l'])",ADDIMENTIONNAL
549,['MMT'],Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['3'], ['g'])",ADDIMENTIONNAL
550,"['acetic', 'acid', 'aqueous', 'solution']",Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,component_qty_value,"(['1'], ['M'])",ADDIMENTIONNAL
551,['pectin'],Oxygen permeability and mechanical properties of banana films,component_qty_value,"(['0'], ['%'])",ADDIMENTIONNAL
552,['CZ'],Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,component_qty_value,"(['2'], ['g'])",ADDIMENTIONNAL
553,['SSPS'],Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,component_qty_value,"(['3'], ['g'])",ADDIMENTIONNAL
554,['clay'],"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",component_qty_value,"(['5'], ['g'])",ADDIMENTIONNAL
555,['MC'],"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",component_qty_value,"(['3'], ['g'])",ADDIMENTIONNAL
556,['glycerol'],Barrier properties of chitosan coated polyethylene,component_qty_value,"(['0'], ['%'])",ADDIMENTIONNAL
557,['glycerol'],Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['2'], ['g'])",ADDIMENTIONNAL
558,,Application of bioplastics for food packaging,impact_factor_component,['PLA-coated'],SYMBOLIC
559,['PLA'],Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['1'], ['g'])",ADDIMENTIONNAL
560,"['oxygen', 'permeability']","Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",permeability,"(['clay'], [])",QUANTITY
561,"['3', '-', 'glycidyloxypropyltrimethoxysilane']",Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['4'], ['g'])",ADDIMENTIONNAL
562,"['corn', 'starch']",Barrier and mechanical properties of carrot puree films,component_qty_value,"(['4'], ['%'])",ADDIMENTIONNAL
563,['hexamethylenediisocyanate'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['HMDI'], '')",ADDIMENTIONNAL
564,"['OMMT-polypropylene', 'composite']",Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,component_qty_value,"(['4'], ['%'])",ADDIMENTIONNAL
565,"['Cloisite', '^', '®', 'Na', '^', '+']",Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['5'], ['g'])",ADDIMENTIONNAL
566,['OMMT-polypropylene'],Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,component_qty_value,"(['3'], ['%'])",ADDIMENTIONNAL
567,"['OMMT-polypropylene', 'composite']",Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,component_qty_value,"(['2'], ['%'])",ADDIMENTIONNAL
568,"['OMMT-polypropylene', 'composite']",Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,component_qty_value,"(['1'], ['%'])",ADDIMENTIONNAL
569,"['pristine', 'CNC', 'and', 'modified', 's-CNC']",Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['4'], ['%'])",ADDIMENTIONNAL
570,['MC'],"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",component_qty_value,"(['4'], ['g'])",ADDIMENTIONNAL
571,['agar'],"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",component_qty_value,"(['4'], ['g'])",ADDIMENTIONNAL
572,['NaOH'],Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['3'], ['%'])",ADDIMENTIONNAL
573,['NaOH'],Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['6'], ['%'])",ADDIMENTIONNAL
574,['starch'],Water barrier properties of starch films reinforced with cellulose nanocrystals obtained from sugarcane bagasse,component_qty_value,"(['4'], ['%'])",ADDIMENTIONNAL
575,['CNC'],Water barrier properties of starch films reinforced with cellulose nanocrystals obtained from sugarcane bagasse,component_qty_value,"(['3'], ['%'])",ADDIMENTIONNAL
576,['Corn–zein'],Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,component_qty_value,"(['5'], ['%'])",ADDIMENTIONNAL
577,['MC'],"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",component_qty_value,"(['5'], ['g'])",ADDIMENTIONNAL
578,"['Acetic', 'acid']",Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,component_qty_value,"(['2'], ['%'])",ADDIMENTIONNAL
579,['MC'],"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",component_qty_value,"(['6'], ['g'])",ADDIMENTIONNAL
580,"['corn', 'starch']",Barrier and mechanical properties of carrot puree films,component_qty_value,"(['5'], ['%'])",ADDIMENTIONNAL
581,,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,impact_factor_component,['corn–zein'],SYMBOLIC
582,,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,impact_factor_component,['Corn–zein'],SYMBOLIC
583,"['1', '-', 'methyl', '-', '2', '-', 'pyrrolidone']",Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,component_qty_value,"(['NMP'], '')",ADDIMENTIONNAL
584,['glycerol'],Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,component_qty_value,"(['GLY'], '')",ADDIMENTIONNAL
585,"['1,4', '-', 'BD']",Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['1.5'], '')",ADDIMENTIONNAL
586,['polyol'],Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['1.0'], '')",ADDIMENTIONNAL
587,['MDI'],Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,component_qty_value,"(['2.5'], '')",ADDIMENTIONNAL
588,,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,['Anhydrous'],SYMBOLIC
589,"['1,4', '-', 'butanediol']",Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['BDO'], '')",ADDIMENTIONNAL
590,"['polyethylene', 'glycol']",Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,component_qty_value,"(['PEG'], '')",ADDIMENTIONNAL
591,['plasticizer'],Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['20'], '')",ADDIMENTIONNAL
592,"['olive', 'pomace']",Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['70'], '')",ADDIMENTIONNAL
593,['ethanol-water-solution'],Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,component_qty_value,"(['30'], '')",ADDIMENTIONNAL
594,['starch'],Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['80'], '')",ADDIMENTIONNAL
595,"['distilled', 'water']",Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,component_qty_value,"(['30'], '')",ADDIMENTIONNAL
596,,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,['palmitic'],SYMBOLIC
597,['Water'],Suitability of novel galactomannans as edible coatings for tropical fruits,component_qty_value,"(['10'], '')",ADDIMENTIONNAL
598,,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,impact_factor_component,['WG-layer'],SYMBOLIC
599,"['Modified', 'cellulose', 'nanocrystals']",Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['4'], '')",ADDIMENTIONNAL
600,"['acid', 'phosphate', 'ester', 'of', 'ethoxylated', 'nonylphenol']",Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['1'], '')",ADDIMENTIONNAL
601,"['distilled', 'water']",Suitability of novel galactomannans as edible coatings for tropical fruits,component_qty_value,"(['5'], '')",ADDIMENTIONNAL
602,['BUR'],Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),component_qty_value,"(['3'], '')",ADDIMENTIONNAL
603,['BUR'],Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),component_qty_value,"(['2'], '')",ADDIMENTIONNAL
604,['OMMT'],Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,component_qty_value,"(['1'], '')",ADDIMENTIONNAL
605,['montmorillonite'],Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),component_qty_value,"(['1'], '')",ADDIMENTIONNAL
606,"['polypropylene', 'glycol']",Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['1'], '')",ADDIMENTIONNAL
607,"['soy', 'flour']",Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,component_qty_value,"(['1'], '')",ADDIMENTIONNAL
608,"['1,4', '-', 'butanediol']",Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['2'], '')",ADDIMENTIONNAL
609,,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,impact_factor_component,['stearic'],SYMBOLIC
610,['AP'],Suitability of novel galactomannans as edible coatings for tropical fruits,component_qty_value,"(['%'], '')",ADDIMENTIONNAL
611,"['deionised', 'water']",Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,component_qty_value,"(['1'], '')",ADDIMENTIONNAL
612,['hexamethylenediisocyanate'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['3'], '')",ADDIMENTIONNAL
613,,Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,impact_factor_component,['Na–MMT'],SYMBOLIC
614,,Water vapour permeability of poly(lactic acid) nanocomposites,impact_factor_component,['4060D'],SYMBOLIC
615,,Water vapour permeability of poly(lactic acid) nanocomposites,impact_factor_component,['4032D'],SYMBOLIC
616,,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",impact_factor_component,['8000'],SYMBOLIC
617,,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",impact_factor_component,['4000'],SYMBOLIC
618,,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",impact_factor_component,['agar'],SYMBOLIC
619,,Gas transport behavior of mixed-matrix membranes composed of silica nanoparticles in a polymer of intrinsic microporosity (PIM-1),impact_factor_component,['PIM'],SYMBOLIC
620,,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,impact_factor_component,['PLA'],SYMBOLIC
621,,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['PLA'],SYMBOLIC
622,,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,['PA6'],SYMBOLIC
623,,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,packaging,['SG'],SYMBOLIC
624,,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,impact_factor_component,['WG'],SYMBOLIC
625,,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,['Ag'],SYMBOLIC
626,,Functional properties of wheat gluten montmorillonite nanocomposite films processed by casting,impact_factor_component,['WG'],SYMBOLIC
627,,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,impact_factor_component,['2'],SYMBOLIC
